"date","Cases.Mean","Cases.sd","Cases.q2.5","Cases.q50","Cases.q97.5","Deaths.Mean","Deaths.sd","Deaths.q2.5","Deaths.q50","Deaths.q97.5"
2020-01-27,0,0,0,0,0,0,0,0,0,0
2020-01-28,0.000275594801448654,0.000612023375624439,0,0,0.00162120256803276,2.86022993111463e-07,6.35181648350081e-07,0,0,1.68270422387639e-06
2020-01-29,0.000582199353008738,0.00129291123645021,0,0,0.00342500256294132,1.58307211844088e-06,3.51558587124691e-06,0,0,9.3143592854251e-06
2020-01-30,0.000959612509397456,0.0021310463632829,0,0,0.00564563412722595,4.85900228032593e-06,1.07905636471538e-05,0,0,2.85912699395062e-05
2020-01-31,0.00280221697039088,0.00259473769506406,0.00163314390465368,0.00163389908794492,0.00850869887111245,1.29044860366919e-05,2.4813164484907e-05,1.72856988632064e-06,1.73145598891269e-06,6.74821433716639e-05
2020-02-01,0.00498156821156092,0.00330778052126772,0.00348854491763444,0.00349258046245924,0.0122573968118238,3.13072098622471e-05,4.77574240934919e-05,9.77647947775251e-06,9.80567459298966e-06,0.000136361487046649
2020-02-02,0.00776389546256947,0.00427845554589443,0.00582717661453438,0.00583876551618953,0.0171764517083442,6.76165731767993e-05,8.220564306578e-05,3.04937638387255e-05,3.06145195152034e-05,0.000248466385084741
2020-02-03,0.0114259456811937,0.00553877942553405,0.00890935114140697,0.00893507663366893,0.0236133967021725,0.000132217346339693,0.000131081923770094,7.28895389470092e-05,7.323454927767e-05,0.000420625216902457
2020-02-04,0.0162856357619827,0.00714207569218295,0.0130261506274428,0.0130758291333151,0.0320039214712311,0.000238735598492207,0.000197919644597718,0.000148908543850223,0.000149713800232908,0.000674253296552577
2020-02-05,0.0227313924061799,0.00916262938265299,0.018528590571926,0.0186165752664658,0.0429005027191466,0.000404839884452409,0.000287098603584217,0.000274112169193781,0.00027576813695744,0.00103667766380339
2020-02-06,0.031253097040058,0.0116977879895863,0.0258571106806471,0.0260041779223941,0.0570080314517125,0.000653386050039085,0.000404104593910874,0.000468688238882533,0.000471811814291094,0.00154285550441765
2020-02-07,0.0424789029176819,0.0148716093735925,0.0355761446035004,0.0358120742925031,0.0752287338765309,0.0010139961682077,0.000555817134244944,0.000758874068039437,0.000764410701390384,0.00223758955974811
2020-02-08,0.0572208446127373,0.0188403237397688,0.048416398846705,0.0487835549190645,0.0987198996286404,0.00152514036838935,0.000750866211605093,0.00117884218327963,0.00118820866862567,0.00317839947129216
2020-02-09,0.0765325756376571,0.0237991554043919,0.0653283362662444,0.0658866054338884,0.12896675915583,0.00223686033090004,0.00100004455810488,0.00177318897297203,0.0017884726777844,0.00443915844354506
2020-02-10,0.101784390407343,0.0299913729169342,0.087551523051401,0.0883850921059186,0.167877591532434,0.003214336411662,0.0013168407703768,0.00260019473723163,0.00262442972777247,0.00611484158495931
2020-02-11,0.134760615916275,0.037719303806758,0.116704818357003,0.117931529885031,0.21790556790325,0.00454254134599747,0.00171808521776729,0.0037360920815842,0.0037736436923582,0.00832761123242605
2020-02-12,0.177787502623456,0.0473576659188776,0.154905276556645,0.156689420726799,0.282206264145893,0.00633235659009341,0.00222473798280608,0.00528070150596489,0.00533779558640786,0.0112346812369933
2020-02-13,0.233899255932416,0.0593701100553339,0.204922589158425,0.207492463719381,0.3648404435608,0.00872851375996272,0.00286287230960622,0.00736475403668012,0.00745020842108111,0.0150384400901208
2020-02-14,0.307056786161141,0.0743290560334848,0.270383304575058,0.274055227753861,0.471036918350106,0.0119200547893524,0.00366487258046807,0.0101595733673376,0.0102858037141758,0.0199995711680987
2020-02-15,0.402433213624184,0.0929392683430965,0.356038025907599,0.361249222186786,0.607530476179779,0.0161539799403007,0.00467088314965185,0.0138897418922077,0.014074146751528,0.0264539181737484
